product_code,product_name,branch_code,branch_name,region,current_stock,unit,recent_avg_daily_demand,forecast_avg_daily_demand,forecast_total_30d,trend,stock_coverage_days
20.L1.8080.91861.2,Gạch 80x80 MS 91861 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1291,Viên,0.43033333333333335,0.43033333333333335,12.91,estimated,3000.0
20.L1.8080.91862.1,Gạch 80x80 MS 91862 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1122,Viên,0.374,0.374,11.22,estimated,3000.0
21.C100.DG.MPECO.00,Keo dán gạch Mapetile Eco Xám,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,9950,Kg,3.316666666666667,3.316666666666667,99.5,estimated,3000.0
21.C100.DG.UNIECO.00,Keo dán gạch Mapetile Uni Eco Xám,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,7442,Kg,875.0,875.0,26250.0,stable,8.505142857142857
21.C100.DG.UNISET.00,Keo dán gạch UniSet C1 Xám,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,4788,Kg,112.5,112.5,3375.0,stable,42.56
21.CG1.CR.SF-CLASSIC.00,Bột trét  Keracolor SF CLASSIC Trắng,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,384,Kg,80.0,76.0,2280.0,decreasing,4.8
22.C100.DG.TPRO2.00,Keo dán gạch KKS TilePro X2 C1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,3465,Kg,1.155,1.155,34.65,estimated,3000.0
22.C100.DG.UNITILE.00,Keo dán gạch KKS Unitile C1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,8276,Kg,3.3333333333333335,0.5859597083178836,17.578791249536508,decreasing,2482.7999999999997
23.L1.5050.6532.5,Gạch 50x50 MS 6532 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1176,Viên,0.392,0.392,11.76,estimated,3000.0
23.L1.5050.6533.5,Gạch 50x50 MS 6533 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1380,Viên,0.46,0.46,13.8,estimated,3000.0
23.L1.5050.6542.5,Gạch 50x50 MS 6542 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1718,Viên,0.5726666666666667,0.5726666666666667,17.18,estimated,3000.0
23.L1.5050.6543.5,Gạch 50x50 MS 6543 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1190,Viên,0.39666666666666667,0.39666666666666667,11.9,estimated,3000.0
23.L1.5050.6622.5,Gạch 50x50 MS 6622 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,84,Viên,0.1,0.1,3.0,estimated,840.0
23.L1.5050.6636.5,Gạch 50x50 MS 6636 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,105,Viên,0.1,0.1,3.0,estimated,1050.0
23.L1.5050.U6622.5,Gạch 50x50 MS U6622 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1429,Viên,0.4763333333333334,0.4763333333333334,14.290000000000001,estimated,2999.9999999999995
23.L1.5050.U6636.5,Gạch 50x50 MS U6636 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1548,Viên,0.516,0.516,15.48,estimated,3000.0
25.L1.3060.FP936609.1,Gạch 30x60 MS FP936609 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,8624,Viên,2.8746666666666667,2.8746666666666667,86.24,estimated,3000.0
25.L1.3060.FP936610.2,Gạch 30x60 MS FP936610 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2510,Viên,0.8366666666666667,0.8366666666666667,25.1,estimated,3000.0
25.L1.3060.FP936612.1,Gạch 30x60 MS FP936612 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1454,Viên,136.0,136.0,4080.0,stable,10.691176470588236
25.L1.3060.FP936612.2,Gạch 30x60 MS FP936612 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,889,Viên,0.29633333333333334,0.29633333333333334,8.89,estimated,3000.0
25.L1.3060.FP936612D.1,Gạch 30x60 MS FP936612D Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,630,Viên,0.21,0.21,6.3,estimated,3000.0
25.L1.3060.FP936613.2,Gạch 30x60 MS FP936613 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1530,Viên,118.0,123.9,3717.0,increasing,12.966101694915254
25.L1.3060.GT3601.50,Gạch 30x60 MS GT3601 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,10082,Viên,3.360666666666667,3.360666666666667,100.82000000000001,estimated,3000.0
25.L1.3060.GT3601.51,Gạch 30x60 MS GT3601 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,20160,Viên,6.72,6.72,201.6,estimated,3000.0
25.L1.3060.GT3601.54,Gạch 30x60 MS GT3601 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2765,Viên,0.9216666666666667,0.9216666666666667,27.650000000000002,estimated,2999.9999999999995
25.L1.3060.GT3601V.50,Gạch 30x60 MS GT3601V Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1875,Viên,0.625,0.625,18.75,estimated,3000.0
25.L1.3060.GT3602.50,Gạch 30x60 MS GT3602 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,843,Viên,0.28099999999999997,0.28099999999999997,8.43,estimated,3000.0000000000005
25.L1.3060.GT3602.51,Gạch 30x60 MS GT3602 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1881,Viên,0.627,0.627,18.81,estimated,3000.0
25.L1.3060.GT3602.54,Gạch 30x60 MS GT3602 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1541,Viên,0.5136666666666667,0.5136666666666667,15.410000000000002,estimated,2999.9999999999995
25.L1.3060.GT3603.51,Gạch 30x60 MS GT3603 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,829,Viên,0.2763333333333334,0.2763333333333334,8.290000000000001,estimated,2999.9999999999995
25.L1.3060.GT3603.52,Gạch 30x60 MS GT3603 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,746,Viên,0.24866666666666667,0.24866666666666667,7.46,estimated,3000.0
25.L1.3060.GT3608.50,Gạch 30x60 MS GT3608 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,494,Viên,0.16466666666666668,0.16466666666666668,4.94,estimated,2999.9999999999995
25.L1.3060.GT3608.51,Gạch 30x60 MS GT3608 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1369,Viên,0.4563333333333333,0.4563333333333333,13.69,estimated,3000.0
25.L1.3060.GT3608.53,Gạch 30x60 MS GT3608 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1767,Viên,0.5890000000000001,0.5890000000000001,17.67,estimated,2999.9999999999995
25.L1.3060.GT3608.54,Gạch 30x60 MS GT3608 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2022,Viên,0.6739999999999999,0.6739999999999999,20.22,estimated,3000.0000000000005
25.L1.3060.GT3609.50,Gạch 30x60 MS GT3609 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,545,Viên,0.18166666666666667,0.18166666666666667,5.45,estimated,3000.0
25.L1.3060.GT3609.51,Gạch 30x60 MS GT3609 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1098,Viên,0.366,0.366,10.98,estimated,3000.0
25.L1.3060.GT3609.53,Gạch 30x60 MS GT3609 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1027,Viên,0.3423333333333333,0.3423333333333333,10.27,estimated,3000.0
25.L1.3060.GT3609.54,Gạch 30x60 MS GT3609 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1003,Viên,0.3343333333333333,0.3343333333333333,10.03,estimated,3000.0
25.L1.3060.GT3610.50,Gạch 30x60 MS GT3610 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1548,Viên,0.516,0.516,15.48,estimated,3000.0
25.L1.3060.GT3610.51,Gạch 30x60 MS GT3610 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2533,Viên,0.8443333333333334,0.8443333333333334,25.330000000000002,estimated,3000.0
25.L1.3060.GT3610.57,Gạch 30x60 MS GT3610 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2065,Viên,0.6883333333333334,0.6883333333333334,20.650000000000002,estimated,3000.0
25.L1.3060.GT3611.54,Gạch 30x60 MS GT3611 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,3276,Viên,1.0919999999999999,1.0919999999999999,32.76,estimated,3000.0000000000005
25.L1.3060.GT3611.61,Gạch 30x60 MS GT3611 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1802,Viên,0.6006666666666667,0.6006666666666667,18.02,estimated,3000.0
25.L1.3060.GT3614.50,Gạch 30x60 MS GT3614 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,9023,Viên,3.0076666666666667,3.0076666666666667,90.23,estimated,3000.0
25.L1.3060.GT3614.53,Gạch 30x60 MS GT3614 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,3110,Viên,1.0366666666666666,1.0366666666666666,31.099999999999998,estimated,3000.0
25.L1.3060.GT3614.57,Gạch 30x60 MS GT3614 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,3174,Viên,1.058,1.058,31.740000000000002,estimated,3000.0
25.L1.3060.GT3614V.54,Gạch 30x60 MS GT3614V Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,958,Viên,0.31933333333333336,0.31933333333333336,9.58,estimated,2999.9999999999995
25.L1.3060.GT3614V.57,Gạch 30x60 MS GT3614V Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,617,Viên,0.20566666666666666,0.20566666666666666,6.17,estimated,3000.0
25.L1.3060.GTD3601.50,Gạch 30x60 MS GTD3601 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,577,Viên,0.19233333333333336,0.19233333333333336,5.7700000000000005,estimated,2999.9999999999995
25.L1.3060.GTD3602.50,Gạch 30x60 MS GTD3602 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,70,Viên,0.1,0.1,3.0,estimated,700.0
25.L1.3060.GTD3602.51,Gạch 30x60 MS GTD3602 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,472,Viên,0.15733333333333333,0.15733333333333333,4.72,estimated,3000.0
25.L1.3060.GTD3602.55,Gạch 30x60 MS GTD3602 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,273,Viên,0.1,0.1,3.0,estimated,2730.0
25.L1.3060.GTD3608.50,Gạch 30x60 MS GTD3608 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,33,Viên,0.1,0.1,3.0,estimated,330.0
25.L1.3060.GTD3608.51,Gạch 30x60 MS GTD3608 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,380,Viên,0.12666666666666668,0.12666666666666668,3.8000000000000003,estimated,2999.9999999999995
25.L1.3060.GTD3608.54,Gạch 30x60 MS GTD3608 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,319,Viên,0.10633333333333334,0.10633333333333334,3.19,estimated,3000.0
25.L1.3060.GTD3610.50,Gạch 30x60 MS GTD3610 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2128,Viên,0.7093333333333334,0.7093333333333334,21.28,estimated,3000.0
25.L1.3060.GTD3610.51,Gạch 30x60 MS GTD3610 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,238,Viên,0.1,0.1,3.0,estimated,2380.0
25.L1.3060.GTD3610.57,Gạch 30x60 MS GTD3610 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2240,Viên,0.7466666666666667,0.7466666666666667,22.400000000000002,estimated,3000.0
25.L1.3060.GTD3614.50,Gạch 30x60 MS GTD3614 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,426,Viên,0.142,0.142,4.26,estimated,3000.0000000000005
25.L1.3060.GTD3614.54,Gạch 30x60 MS GTD3614 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,704,Viên,0.23466666666666666,0.23466666666666666,7.04,estimated,3000.0
25.L1.3060.GTD3614.57,Gạch 30x60 MS GTD3614 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,774,Viên,0.258,0.258,7.74,estimated,3000.0
25.L1.4080.FP948603.1,Gạch 40x80 MS FP948603 Loại 1 5 Viên,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,588,Viên,0.196,0.196,5.88,estimated,3000.0
25.L1.4080.FP948604.1,Gạch 40x80 MS FP948604 Loại 1 5 Viên,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,7280,Viên,2.4266666666666667,2.4266666666666667,72.8,estimated,3000.0
25.L1.4080.FP948604.2,Gạch 40x80 MS FP948604 Loại 1 5 Viên,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1439,Viên,137.5,137.5,4125.0,stable,10.465454545454545
25.L1.4080.FP948604.3,Gạch 40x80 MS FP948604 Loại 1 5 Viên,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,3052,Viên,1.0173333333333334,1.0173333333333334,30.520000000000003,estimated,2999.9999999999995
25.L1.4080.FP948604D.1,Gạch 40x80 MS FP948604D Loại 1 5 Viên,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1400,Viên,0.4666666666666667,0.4666666666666667,14.0,estimated,3000.0
25.L1.6060.FP96600.2,Gạch 60x60 MS FP96600 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,840,Viên,0.28,0.28,8.4,estimated,2999.9999999999995
25.L1.6060.FP96601.3,Gạch 60x60 MS FP96601 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,280,Viên,0.1,0.1,3.0,estimated,2800.0
25.L1.6060.FP96601.5,Gạch 60x60 MS FP96601 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2882,Viên,495.5,495.5,14865.0,stable,5.816347124117054
25.L1.6060.FP96608.3,Gạch 60x60 MS FP96608 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,3396,Viên,369.5,369.5,11085.0,stable,9.190798376184032
25.L1.6060.FP966602.2,Gạch 60x60 MS FP966602 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1164,Viên,0.388,0.388,11.64,estimated,3000.0
25.L1.6060.FP96666.2,Gạch 60x60 MS FP96666 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1918,Viên,0.6393333333333333,0.6393333333333333,19.18,estimated,3000.0
25.L1.6060.FP96666.3,Gạch 60x60 MS FP96666 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,3752,Viên,1.2506666666666668,1.2506666666666668,37.52,estimated,2999.9999999999995
25.L1.6060.FPH966001.4,Gạch 60x60 MS FPH966001 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,846,Viên,99.0,94.05,2821.5,decreasing,8.545454545454545
25.L1.6060.FPH966001.5,Gạch 60x60 MS FPH966001 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,504,Viên,0.168,0.168,5.04,estimated,3000.0
25.L1.6060.FPU966001.2,Gạch 60x60 MS FPU966001 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,652,Viên,26.0,27.3,819.0,increasing,25.076923076923077
25.L1.6060.GHP6001.2,Gạch 60x60 MS GHP6001 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2240,Viên,0.7466666666666667,0.7466666666666667,22.400000000000002,estimated,3000.0
25.L1.6060.GHP6002.3,Gạch 60x60 MS GHP6002 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1751,Viên,0.5836666666666667,0.5836666666666667,17.51,estimated,3000.0
25.L1.6060.GHP6003.2,Gạch 60x60 MS GHP6003 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1713,Viên,0.571,0.571,17.13,estimated,3000.0000000000005
25.L1.6060.GHP6004.3,Gạch 60x60 MS GHP6004 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1693,Viên,0.5643333333333334,0.5643333333333334,16.93,estimated,3000.0
25.L1.6060.GHP6004.4,Gạch 60x60 MS GHP6004 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,168,Viên,0.1,0.1,3.0,estimated,1680.0
25.L1.6060.GHP6004.5,Gạch 60x60 MS GHP6004 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,981,Viên,0.327,0.327,9.81,estimated,3000.0
25.L1.6060.GHP6005.2,Gạch 60x60 MS GHP6005 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1730,Viên,0.5766666666666667,0.5766666666666667,17.3,estimated,3000.0
25.L1.6060.GHP6007.2,Gạch 60x60 MS GHP6007 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2190,Viên,0.7300000000000001,0.7300000000000001,21.900000000000002,estimated,2999.9999999999995
25.L1.6060.GHP6009.2,Gạch 60x60 MS GHP6009 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1462,Viên,0.48733333333333334,0.48733333333333334,14.620000000000001,estimated,3000.0
25.L1.6060.GHP6010.2,Gạch 60x60 MS GHP6010 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2473,Viên,0.8243333333333334,0.8243333333333334,24.73,estimated,3000.0
25.L1.6060.GP6051.3,Gạch 60x60 MS GP6051 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,5369,Viên,1.7896666666666665,1.7896666666666665,53.69,estimated,3000.0000000000005
25.L1.6060.GP6053.2,Gạch 60x60 MS GP6053 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,4095,Viên,1.365,1.365,40.95,estimated,3000.0
25.L1.6060.GP6053.3,Gạch 60x60 MS GP6053 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2907,Viên,0.969,0.969,29.07,estimated,3000.0
25.L1.6060.GP6055.1,Gạch 60x60 MS GP6055 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1639,Viên,0.5463333333333333,0.5463333333333333,16.39,estimated,3000.0
25.L1.8080.FP18600.2,Gạch 80x80 MS FP18600 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,56,Viên,0.1,0.1,3.0,estimated,560.0
25.L1.8080.FP18601.3,Gạch 80x80 MS FP18601 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1462,Viên,0.48733333333333334,0.48733333333333334,14.620000000000001,estimated,3000.0
25.L1.8080.FP18608.2,Gạch 80x80 MS FP18608 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1208,Viên,160.5,160.5,4815.0,stable,7.526479750778816
27.L1.6060.UN601.1,Gạch 60x60 MS UN601 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,56,Viên,0.1,0.1,3.0,estimated,560.0
27.L1.6060.UN602.1,Gạch 60x60 MS UN602 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2160,Viên,0.7200000000000001,0.7200000000000001,21.6,estimated,2999.9999999999995
27.L1.6060.UN603.1,Gạch 60x60 MS UN603 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,868,Viên,0.28933333333333333,0.28933333333333333,8.68,estimated,3000.0
27.L1.6060.UN604.1,Gạch 60x60 MS UN604 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,4190,Viên,1.3966666666666667,1.3966666666666667,41.9,estimated,3000.0
29.L1.3060.FC3604.01,Gạch 30x60 MS FC3604 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1204,Viên,0.4013333333333334,0.4013333333333334,12.040000000000001,estimated,2999.9999999999995
29.L1.3060.FC3604.02,Gạch 30x60 MS FC3604 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1617,Viên,0.539,0.539,16.17,estimated,3000.0
29.L1.3060.FC3604.07,Gạch 30x60 MS FC3604 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,937,Viên,52.75,55.3875,1661.625,increasing,17.76303317535545
29.L1.3060.FC3604D.01,Gạch 30x60 MS FC3604D Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,251,Viên,0.1,0.1,3.0,estimated,2510.0
29.L1.3060.FC3604D.02,Gạch 30x60 MS FC3604D Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,365,Viên,0.12166666666666666,0.12166666666666666,3.65,estimated,3000.0
29.L1.3060.FC3604D.07,Gạch 30x60 MS FC3604D Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,230,Viên,33.5,33.5,1005.0,stable,6.865671641791045
29.L1.3060.FC3604D.08,Gạch 30x60 MS FC3604D Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,312,Viên,0.10400000000000001,0.10400000000000001,3.12,estimated,2999.9999999999995
29.L1.3060.FC3604D.12,Gạch 30x60 MS FC3604D Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,271,Viên,0.1,0.1,3.0,estimated,2710.0
29.L1.3060.FC3605.01,Gạch 30x60 MS FC3605 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,710,Viên,0.2366666666666667,0.2366666666666667,7.1000000000000005,estimated,2999.9999999999995
29.L1.3060.FC3605.03,Gạch 30x60 MS FC3605 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,5022,Viên,1.674,1.674,50.22,estimated,3000.0
29.L1.3060.FC3605.05,Gạch 30x60 MS FC3605 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1248,Viên,0.41600000000000004,0.41600000000000004,12.48,estimated,2999.9999999999995
29.L1.3060.FC3605.07,Gạch 30x60 MS FC3605 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1350,Viên,0.45,0.45,13.5,estimated,3000.0
29.L1.3060.FC3605.09,Gạch 30x60 MS FC3605 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1396,Viên,0.4653333333333334,0.4653333333333334,13.96,estimated,2999.9999999999995
29.L1.3060.FC3605.10,Gạch 30x60 MS FC3605 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1118,Viên,0.37266666666666665,0.37266666666666665,11.18,estimated,3000.0
29.L1.3060.FC3605.12,Gạch 30x60 MS FC3605 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1701,Viên,157.4,149.53,4485.9,decreasing,10.806861499364675
29.L1.3060.FC3606.01,Gạch 30x60 MS FC3606 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,3598,Viên,1.1993333333333334,1.1993333333333334,35.980000000000004,estimated,3000.0
29.L1.3060.FC3606.02,Gạch 30x60 MS FC3606 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2209,Viên,0.7363333333333333,0.7363333333333333,22.09,estimated,3000.0
29.L1.3060.FC3606.05,Gạch 30x60 MS FC3606 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2980,Viên,0.9933333333333334,0.9933333333333334,29.8,estimated,3000.0
29.L1.3060.FC3606.06,Gạch 30x60 MS FC3606 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2975,Viên,0.9916666666666667,0.9916666666666667,29.75,estimated,3000.0
29.L1.3060.FC3606.07,Gạch 30x60 MS FC3606 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,4416,Viên,1.4720000000000002,1.4720000000000002,44.160000000000004,estimated,2999.9999999999995
29.L1.3060.FC3606.08,Gạch 30x60 MS FC3606 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2085,Viên,0.6950000000000001,0.6950000000000001,20.85,estimated,2999.9999999999995
29.L1.3060.FC3606.09,Gạch 30x60 MS FC3606 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,3074,Viên,1.0246666666666668,1.0246666666666668,30.740000000000006,estimated,2999.9999999999995
29.L1.3060.FC3606.11,Gạch 30x60 MS FC3606 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,3251,Viên,1.0836666666666666,1.0836666666666666,32.51,estimated,3000.0000000000005
29.L1.3060.FC3606D.01,Gạch 30x60 MS FC3606D Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,316,Viên,0.10533333333333333,0.10533333333333333,3.16,estimated,3000.0
29.L1.3060.FC3606D.02,Gạch 30x60 MS FC3606D Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,583,Viên,0.19433333333333333,0.19433333333333333,5.83,estimated,3000.0
29.L1.3060.FC3606D.03,Gạch 30x60 MS FC3606D Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,174,Viên,0.1,0.1,3.0,estimated,1740.0
29.L1.3060.FC3606D.07,Gạch 30x60 MS FC3606D Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,315,Viên,0.105,0.105,3.15,estimated,3000.0
29.L1.3060.FC3606V.01,Gạch 30x60 MS FC3606V Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,210,Viên,0.1,0.1,3.0,estimated,2100.0
29.L1.3060.FC3606V.02,Gạch 30x60 MS FC3606V Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,570,Viên,0.19,0.19,5.7,estimated,3000.0
29.L1.3060.FC3606V.03,Gạch 30x60 MS FC3606V Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,485,Viên,0.16166666666666668,0.16166666666666668,4.8500000000000005,estimated,2999.9999999999995
29.L1.3060.FC3606V.05,Gạch 30x60 MS FC3606V Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1009,Viên,0.3363333333333333,0.3363333333333333,10.09,estimated,3000.0
29.L1.3060.FC3606V.07,Gạch 30x60 MS FC3606V Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,638,Viên,0.21266666666666667,0.21266666666666667,6.38,estimated,3000.0
29.L1.3060.FC3610.01,Gạch 30x60 MS FC3610 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,694,Viên,0.23133333333333334,0.23133333333333334,6.94,estimated,3000.0
29.L1.3060.FC3610.03,Gạch 30x60 MS FC3610 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,4047,Viên,1.349,1.349,40.47,estimated,3000.0
29.L1.3060.FC3610.04,Gạch 30x60 MS FC3610 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,336,Viên,0.112,0.112,3.36,estimated,3000.0
29.L1.3060.FC3610.06,Gạch 30x60 MS FC3610 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1625,Viên,0.5416666666666666,0.5416666666666666,16.25,estimated,3000.0
